smoke_threshold,fire_threshold,smoke_tp,smoke_fp,smoke_fn,smoke_precision,smoke_recall,smoke_f1,fire_tp,fire_fp,fire_fn,fire_precision,fire_recall,fire_f1,micro_tp,micro_fp,micro_fn,micro_precision,micro_recall,micro_f1,macro_recall,minimum_class_recall,negative_images,negative_images_with_alarm,negative_alarm_rate,positive_image_fp_boxes,negative_image_fp_boxes
0.365,0.165,760,127,200,0.8568207440811725,0.7916666666666666,0.8229561451001625,919,685,236,0.5729426433915212,0.7956709956709956,0.6661833997825299,1679,812,436,0.6740264953833802,0.7938534278959811,0.7290490664350847,0.7936688311688311,0.7916666666666666,783,7,0.008939974457215836,802,10
