variant,smoke_threshold,fire_threshold,smoke_precision,smoke_recall,smoke_f1,fire_precision,fire_recall,fire_f1,micro_precision,micro_recall,micro_f1,macro_recall,minimum_class_recall,negative_images_with_alarm,negative_alarm_rate,negative_image_fp_boxes,latency_mean_ms,fps
ncnn_768,0.415,0.165,0.8769230769230769,0.771875,0.8210526315789474,0.5899873257287706,0.806060606060606,0.68130259787779,0.6900536524969046,0.7905437352245863,0.736888497135302,0.788967803030303,0.771875,7,0.008939974457215836,8,252.0394521000071,3.9676328117203195
ncnn_640,0.365,0.165,0.8568207440811725,0.7916666666666666,0.8229561451001625,0.5729426433915212,0.7956709956709956,0.6661833997825299,0.6740264953833802,0.7938534278959811,0.7290490664350847,0.7936688311688311,0.7916666666666666,7,0.008939974457215836,10,167.41198064996752,5.973288148898046
